recipename,Total Fat,Saturated Fat,Cholesterol,Sodium,Potassium,Total Carbohydrates,Dietary Fiber,Protein,Sugars,Vitamin A,Vitamin C,Calcium,Iron,Thiamin,Niacin,Vitamin B6,Magnesium,Folate,Calories,Health Score,ratings,class_prob
chile verde ii,0.366153846,0.4,0.27,0.135416667,0.231142857,0.026,0.1,0.55,0.126984127,0.076,0.816666667,0.048,0.277777778,0,0.4,0,0.065,0.0475,357,-1.901833213,4.438320984,0.845152711
chilean empanada,0.429230769,0.4,0.376666667,0.272083333,0.096571429,0.180666667,0.104,0.322,0.317460317,0.0486,0.033333333,0.074,0.222222222,0.666666667,0.4,0,0.075,0.2775,530,-6.026554535,4.315635478,0.973533837
chilean potato pie pastel de papas,0.387692308,0.35,0.303333333,0.041666667,0.198,0.072333333,0.128,0.282,0.095238095,0.1016,0.45,0.035,0.111111111,0,0.3,0,0.1,0.09,366,-3.026553175,3.877783075,0.915950127
chiles rellenos pie,0.469230769,0.9,0.553333333,0.339166667,0.171428571,0.050333333,0.124,0.578,0.222222222,0.2506,0.816666667,0.569,0.111111111,0,0.45,0,0.135,0.13,445,-8.119523461,4.270326334,0.525056398
chiles rellenos stuffed peppers,1.086153846,0.7,0.65,0.1125,0.132571429,0.065666667,0.112,0.508,0.126984127,0.1468,0.733333333,0.264,0.166666667,0,0.45,0,0.095,0.1875,808,-7.854044317,4.222765528,0.99970939
chili and cheese stuffed chicken breasts,0.136923077,0.25,0.396666667,0.10125,0.128857143,0.059,0.056,0.718,0.063492063,0.1076,0.583333333,0.164,0.166666667,0,1.1,0.5,0.1575,0.135,297,0.956310379,3.900314318,0.686206943
chili burgers,0.236923077,0.3,0.21,0.182083333,0.079142857,0.012333333,0.008,0.366,0.031746032,0.0012,0.033333333,0.013,0.111111111,0,0.35,0,0.04,0.0175,230,-1.891332756,4.121174387,0.994171544
chili cheese dog pot pie,0.830769231,1.25,0.4,1.143333333,0.264857143,0.205,0.38,0.716,0.126984127,0.2492,0.05,0.595,0.555555556,0,0.55,0,0.27,0.1425,861,-17.19170033,4.300123521,1
chili cumin stuffed chicken breasts,0.127692308,0.2,0.263333333,0.107916667,0.070285714,0.007,0.028,0.552,0.031746032,0.1894,0.366666667,0.147,0.055555556,0,0.6,0,0.07,0.0325,199,0.960873928,4.16140025,0.998785045
chili dog casserole i,0.636923077,0.95,0.313333333,0.654583333,0.123428571,0.112333333,0.152,0.524,0.158730159,0.1054,0.016666667,0.349,0.333333333,0,0.25,0,0.16,0.1875,608,-11.59797282,4.494198428,0.62443257
chili dog casserole ii,0.443076923,0.65,0.206666667,0.55125,0.132285714,0.131333333,0.212,0.394,0.095238095,0.1016,0.016666667,0.226,0.277777778,0,0.35,0,0.1575,0.215,491,-8.469576341,4.400466348,0.916529838
chili dogs with cheese,0.290769231,0.35,0.13,0.41625,0.032857143,0.092,0.068,0.288,0.158730159,0.0088,0,0.096,0.111111111,0,0.25,0,0.0425,0.1275,340,-5.039871211,4.211324865,0.506223911
chili verde,0.356923077,0.4,0.27,0.257916667,0.193142857,0.073,0.164,0.492,0.095238095,0.029,0.266666667,0.054,0.166666667,0.666666667,0.5,0.5,0.1525,0.1725,400,-3.287074687,4.110465693,0.905677739
chili with pulled beef pork for a crowd,0.407692308,0.45,0.24,0.26,0.255142857,0.100333333,0.36,0.508,0.095238095,0.5252,0.266666667,0.131,0.333333333,0,0.45,0.5,0.1925,0.2025,448,-3.732241543,3.864959368,0.595875412
chiliville chili,0.304615385,0.35,0.21,0.48,0.156571429,0.091333333,0.328,0.456,0.285714286,0.3686,0.266666667,0.106,0.333333333,0,0.2,0,0.055,0.035,382,-4.264354135,4.577668877,0.865209031
chimichurri baked chicken,0.230769231,0.15,0.32,0.1225,0.106571429,0.012,0.028,0.65,0.031746032,0.1056,0.166666667,0.037,0.111111111,0,0.8,0.5,0.085,0.0475,287,1.412774639,3.845007017,0.991102161
china lake barbequed steak,0.213846154,0.15,0.083333333,0.5125,0.069142857,0.013666667,0.044,0.308,0.031746032,0.001,0.233333333,0.025,0.055555556,0,0.3,0,0.0575,0.0225,199,-2.718228547,4.359220405,0.974301458
chinese almond chicken stir fry,0.303076923,0.15,0.056666667,0.333333333,0.133142857,0.039666667,0.148,0.252,0.126984127,0.1852,0.216666667,0.091,0.111111111,0,0.35,0,0.185,0.1025,265,-2.407974009,4.129133418,0.62502499
chinese five spice spare ribs,0.963076923,1.1,0.8,0.453333333,0.195142857,0.038,0.008,1.174,0.285714286,0.0042,0,0.11,0.277777778,0.666666667,1.2,0.5,0.14,0.0275,855,-9.011388063,4.137110005,1
chinese garlic chicken,0.161538462,0.1,0.293333333,0.585833333,0.081714286,0.026,0.02,0.698,0,0.0048,0.066666667,0.041,0.111111111,0,0.85,0.5,0.0875,0.03,277,-0.533947857,4.155876399,0.998055553
chinese mabo tofu,0.267692308,0.25,0.123333333,0.682083333,0.113142857,0.027666667,0.06,0.446,0.126984127,0.023,0.05,0.25,0.166666667,0,0.35,0,0.1575,0.085,267,-4.15147074,4.204023941,0.773604465
chinese pepper round steak,0.116923077,0.1,0.186666667,0.368333333,0.151714286,0.064,0.056,0.484,0.158730159,0.0864,1.133333333,0.021,0.166666667,0,0.5,0.5,0.0925,0.095,244,-0.642129265,4.097386287,0.741968753
chinese pepper steak,0.236923077,0.15,0.23,0.405,0.184857143,0.056666667,0.068,0.522,0.317460317,0.098,0.533333333,0.025,0.222222222,0,0.5,0.5,0.1125,0.065,312,-1.574913407,4.338291438,0.922456259
chinese pie,0.201538462,0.2,0.173333333,0.386666667,0.247142857,0.190666667,0.188,0.406,0.285714286,0.029,0.316666667,0.053,0.111111111,0,0.5,0.5,0.17,0.24,412,-3.420724853,4.055455612,0.586831966
chinese pork chops,0.096923077,0.1,0.16,0.514583333,0.088571429,0.037333333,0.008,0.392,0.285714286,0.0002,0.033333333,0.016,0.055555556,0.666666667,0.5,0.5,0.07,0.01,182,-1.936839543,4.575709067,0.88568085
chinese pork tenderloin,0.084615385,0.1,0.326666667,0.155416667,0.169714286,0.016666667,0.012,0.716,0.095238095,0.0004,0,0.015,0.111111111,0.666666667,0.8,0.5,0.1075,0.0075,222,2.426333081,4.120758387,0.996441451
chinese restaurant style sesame chicken,0.126153846,0.05,0.33,0.257916667,0.225714286,0.081,0.112,0.876,0.285714286,0.4552,0.283333333,0.139,0.222222222,0,1.5,0.5,0.25,0.1475,352,2.486368057,4.117261668,0.708763145
chinese roast pork,0.333846154,0.4,0.273333333,0.545833333,0.100571429,0.050333333,0.008,0.446,0.349206349,0.0016,0.016666667,0.037,0.111111111,0,0.45,0,0.0675,0.0175,351,-5.462894841,4.566402983,0.8175409
chinese spareribs,0.475384615,0.55,0.403333333,0.422916667,0.116285714,0.076666667,0.032,0.608,0.53968254,0.0164,0.05,0.062,0.166666667,0,0.6,0,0.0875,0.03,503,-5.985595832,4.498136171,0.69224719
chinese steamed buns with meat filling,0.027692308,0,0.046666667,0.055,0.014,0.002666667,0,0.06,0.031746032,0.0032,0,0.006,0,0,0.05,0,0.0125,0.0025,33,0.543088984,4.164589803,0.99998987
chinese style cheeseburgers,0.393846154,0.6,0.273333333,0.127083333,0.07,0.014666667,0.032,0.344,0.031746032,0.0332,0.033333333,0.13,0.111111111,0,0.35,0,0.0525,0.0325,319,-4.832878416,4.241631585,0.986863012
chinese style ground pork and tofu,0.327692308,0.3,0.163333333,0.08375,0.132571429,0.023666667,0.104,0.496,0.031746032,0.0978,0.133333333,0.494,0.166666667,0,0.4,0,0.15,0.1175,313,-0.687624697,4.047732983,0.723763667
chinese sweet and sour chicken,0.021538462,0,0.22,0.7825,0.104857143,0.099,0.012,0.566,0.825396825,0.0048,0.033333333,0.021,0.111111111,0,0.95,0.5,0.115,0.0225,248,-2.428534524,4.426539475,0.999983039
chip chicken lollipops,0.112307692,0.1,0.153333333,0.045833333,0.096571429,0.025333333,0.028,0.23,0,0.0074,0.05,0.015,0.055555556,0,0.35,0,0.0525,0.0375,143,0.235270755,4.460089529,0.948246554
chipotle and roasted corn salsa,0.013846154,0,0,0.001666667,0.027714286,0.017,0.032,0.016,0.031746032,0.078,0.2,0.004,0,0,0.05,0,0.015,0.0325,28,0.62065236,4.079074677,1
chipotle chicken salad,0.547692308,0.35,0.213333333,0.196666667,0.037714286,0.009,0.016,0.376,0.031746032,0.0642,0.016666667,0.04,0.055555556,0,0.4,0,0.0375,0.02,404,-3.388244196,4.133365635,0.999791174
chipotle cream chicken,0.215384615,0.35,0.29,0.19,0.120857143,0.036666667,0.048,0.582,0.063492063,0.1126,0.316666667,0.057,0.055555556,0,0.95,0.5,0.105,0.075,291,-1.233237688,4.193649328,0.520447394
chipotle crusted pork tenderloin,0.093846154,0.1,0.206666667,0.277916667,0.111714286,0.039,0.056,0.408,0.285714286,0.2364,0.05,0.024,0.111111111,0.666666667,0.4,0.5,0.0775,0.0225,183,-0.387289099,4.272120736,0.557933512
chipotle marinated grilled chicken,0.283076923,0.15,0.126666667,0.23875,0.058,0.049,0.02,0.23,0.380952381,0.035,0.066666667,0.025,0.055555556,0,0.25,0,0.0325,0.0125,268,-2.4462408,4.138743773,0.803009477
chipotle tilapia tacos with mango cilantro salsa,0.495384615,0.2,0.173333333,1.042083333,0.404285714,0.315666667,0.396,0.706,0.285714286,0.6138,1.233333333,0.177,0.277777778,0,0.5,0.5,0.35,0.1925,756,-7.410765944,4.333049346,0.999945718
choctaw catfish,0.415384615,0.3,0.253333333,0.726666667,0.158,0.137333333,0.084,0.45,0.19047619,0.026,0.033333333,0.198,0.166666667,0,0.4,0,0.13,0.2675,502,-6.499464213,3.874784097,0.893868733
chop suey,0.269230769,0.25,0.13,0.334583333,0.094571429,0.04,0.1,0.328,0.126984127,0.0066,0.35,0.04,0.055555556,0,0.3,0,0.045,0.035,270,-2.835351241,4.198382598,0.61343047
chorizo stuffed poblano peppers,0.561538462,0.7,0.273333333,0.515833333,0.138857143,0.040666667,0.068,0.474,0.031746032,0.0444,0.6,0.073,0.111111111,0.666666667,0.45,0.5,0.075,0.0725,477,-8.015206639,4.422481927,0.659932755
chow mein noodle casserole,0.546153846,0.45,0.25,0.630833333,0.156857143,0.139,0.176,0.578,0.063492063,0.0866,0.05,0.088,0.277777778,0,0.7,0,0.2125,0.145,597,-6.647386975,4.588813444,0.778815642
chris bay area burger,0.347692308,0.35,0.236666667,0.49125,0.088285714,0.075333333,0.056,0.458,0,0.0036,0.016666667,0.077,0.222222222,0,0.5,0,0.065,0.12,393,-4.525490268,4.621419935,0.510055349
chriss incredible italian turkey meatloaf,0.306153846,0.3,0.606666667,0.552916667,0.244285714,0.096,0.184,0.688,0.317460317,0.109,0.05,0.091,0.222222222,0,0.5,0,0.2075,0.0875,434,-3.609902253,4.38929625,0.519402052
christmas prime rib,0.515384615,0.7,0.28,0.194166667,0.104,0.01,0.028,0.454,0.031746032,0.2086,0.033333333,0.026,0.166666667,0,0.4,0,0.06,0.035,410,-5.815080001,4.213911063,0.908672371
christys awesome hot ham and cheese,0.515384615,0.9,0.29,0.31125,0.066285714,0.089666667,0.18,0.528,0.158730159,0.1466,0.116666667,0.512,0.111111111,0,0.4,0,0.175,0.1075,516,-8.344362441,4.359680187,0.878375336
christys pork chops normandy,0.561538462,1,0.493333333,0.071666667,0.204,0.076666667,0.064,0.642,0.253968254,0.178,0.05,0.049,0.111111111,0.666666667,0.8,0,0.0975,0.105,634,-7.584584807,4.049312962,0.959013109
chuck and potato bake,0.44,0.6,0.336666667,0.229166667,0.326571429,0.14,0.204,0.622,0.19047619,1.9262,0.4,0.137,0.222222222,0,0.65,0.5,0.16,0.105,549,-4.977693589,4.101452885,0.755469
chungles pasta,0.329230769,0.3,0.093333333,0.325833333,0.097142857,0.207666667,0.14,0.36,0.126984127,0.0792,0.083333333,0.13,0.166666667,0.666666667,0.55,0,0.1325,0.475,517,-4.626298229,4.269870893,0.91723773
chunky and creamy potato salad,0.310769231,0.3,0.383333333,0.292083333,0.037142857,0.075,0.084,0.232,0.031746032,0.0602,0.116666667,0.104,0.055555556,0,0.15,0,0.0275,0.04,318,-4.299862676,4.129842166,0.837474295
cilantro avocado tomato and feta salad,0.223076923,0.15,0.026666667,0.06375,0.226857143,0.051666667,0.348,0.12,0.126984127,0.4742,0.583333333,0.075,0.111111111,0,0.15,0,0.12,0.3225,195,-1.082762496,4.417094047,0.99999719
cilantro chicken and rice,0.161538462,0.1,0.203333333,0.641666667,0.188,0.192666667,0.216,0.616,0.222222222,0.2188,0.683333333,0.085,0.277777778,0,0.75,0,0.195,0.31,440,-2.658192844,4.362807575,0.481057976
cilantro chicken burgers with avocado,0.32,0.2,0.243333333,0.267916667,0.168571429,0.100333333,0.208,0.634,0.126984127,0.098,0.133333333,0.096,0.166666667,0,1,0.5,0.14,0.24,433,-0.829126573,4.141913433,0.898994414
cilantro garlic chicken,0.346153846,0.3,0.296666667,0.2975,0.143714286,0.027333333,0.072,0.55,0.126984127,0.548,0.316666667,0.05,0.111111111,0,0.5,0,0.09,0.09,346,-2.058023573,4.383193222,0.660580649
cilantro lime coleslaw,0.289230769,0.15,0.03,0.068333333,0.027142857,0.018666667,0.048,0.018,0.095238095,0.038,0.283333333,0.022,0,0,0,0,0.015,0.05,189,-2.080697773,4.175634686,0.987254684
cilantro lime grilled chicken,0.147692308,0.15,0.38,0.802083333,0.113142857,0.014333333,0.032,0.75,0,0.069,0.15,0.037,0.111111111,0,0.95,0.5,0.1025,0.0325,258,-1.887409387,4.427532509,0.929867163
cilantro lime quinoa,0.144615385,0.05,0.003333333,0.05625,0.136285714,0.112333333,0.232,0.134,0.222222222,0.09,0.3,0.027,0.111111111,0,0.15,0,0.2,0.25,234,-0.594221367,4.501689225,0.999995526
cilantro tabouli,0.073846154,0.05,0,0.005,0.058857143,0.039333333,0.124,0.044,0.063492063,0.171,0.15,0.026,0.055555556,0,0.05,0,0.065,0.0575,94,0.043553687,4.126090502,0.999996052
cindyds somewhat southern fried chicken,0.530769231,0.4,0.776666667,0.3125,0.126857143,0.123666667,0.068,0.952,0,0.0716,0,0.051,0.277777778,0,1.05,0.5,0.13,0.275,661,-2.526540775,4.233950566,0.997560377
cindys country style creole pork roast,0.258461538,0.3,0.29,0.145416667,0.118571429,0.008333333,0.024,0.534,0.031746032,0.0124,0.1,0.015,0.055555556,0.666666667,0.6,0.5,0.07,0.015,274,-0.744866145,4.29011853,0.972404594
cindys jambalaya,0.176923077,0.2,0.356666667,0.370416667,0.106285714,0.082,0.064,0.368,0.126984127,0.1326,0.383333333,0.065,0.222222222,0,0.35,0,0.08,0.17,284,-2.761343955,4.689381945,0.722742647
cinnamon apple and havarti tea sandwiches,0.258461538,0.5,0.163333333,0.129166667,0.019428571,0.06,0.06,0.164,0.285714286,0.076,0.016666667,0.1,0.111111111,0,0.05,0,0.0075,0.01,250,-5.068571213,3.803183836,0.862004454
cinnamon chicken,0.026153846,0,0.226666667,0.759166667,0.102571429,0.01,0.06,0.554,0,0.0366,0.05,0.058,0.111111111,0,0.95,0.5,0.1025,0.0275,143,-0.875932975,4.235118143,0.844239201
cinnamon orange turkey scaloppini,0.072307692,0.05,0.41,0.0325,0.144571429,0.014333333,0.012,0.896,0.095238095,0.0128,0.3,0.027,0.111111111,0,1,0.5,0.1175,0.0475,248,4.675174769,4.53177234,0.997218164
cinnamon pork loin and potatoes,0.449230769,0.75,0.386666667,0.471666667,0.189428571,0.143333333,0.228,0.584,0.253968254,1.95,0.05,0.093,0.111111111,0.666666667,0.55,0.5,0.115,0.0375,551,-8.101602167,4.272926914,0.507125304
cissys shrimp penne,0.287692308,0.5,0.706666667,0.23,0.117142857,0.161666667,0.116,0.646,0.063492063,0.2604,0.216666667,0.198,0.333333333,0,0.4,0,0.1825,0.3075,551,-4.128515219,4.043105746,0.750016113
citrus chicken supper,0.112307692,0.1,0.24,0.25625,0.076571429,0.116,0.04,0.58,0.349206349,0.0058,0.016666667,0.021,0.055555556,0,0.85,0.5,0.0725,0.015,330,-0.067133904,3.772843242,0.711373862
citrus swordfish with citrus salsa,0.107692308,0.1,0.146666667,0.042916667,0.143714286,0.046666667,0.048,0.464,0.380952381,0.0976,0.666666667,0.026,0.055555556,0,0.75,0,0.105,0.0625,214,1.268009512,4.440321952,0.665669329
city chicken,0.183076923,0.2,0.223333333,0.017083333,0.104857143,0.12,0.056,0.556,0,0.0036,0.016666667,0.03,0.166666667,0.666666667,0.6,0,0.0675,0.2225,372,0.424123565,4.274443302,0.969360338
clams italiano,0.241538462,0.5,0.156666667,0.0525,0.048285714,0.014666667,0.024,0.064,0.031746032,0.1628,0.066666667,0.042,0.222222222,0,0.05,0,0.0375,0.0175,227,-4.600428064,4.485357591,0.971727774
classic american style potato salad,0.266153846,0.15,0.33,0.229166667,0.229428571,0.096,0.124,0.13,0.126984127,0.0956,0.283333333,0.047,0.111111111,0,0.15,0,0.1025,0.1225,291,-3.263778228,4.525819932,0.807437024
classic and simple meat lasagna,0.296923077,0.45,0.383333333,0.41625,0.204857143,0.157,0.252,0.712,0.380952381,0.171,0.033333333,0.361,0.222222222,0,0.55,0,0.185,0.1025,501,-4.083257147,4.14686582,0.500505556
classic bangers and mash,0.544615385,0.7,0.203333333,0.83375,0.434571429,0.205,0.288,0.366,0.222222222,0.215,0.9,0.168,0.222222222,0.666666667,0.4,0.5,0.2075,0.1475,628,-11.78260703,3.862986426,0.999997641
classic carbonara with pancetta,0.821538462,1.3,0.88,0.362916667,0.137142857,0.206666667,0.148,0.624,0.126984127,0.4116,0.2,0.327,0.277777778,0,0.55,0,0.2225,0.1075,838,-14.31452397,4.479498747,0.999999615
classic italian pasta salad,0.187692308,0.15,0.03,0.249166667,0.017428571,0.087333333,0.072,0.132,0.126984127,0.022,0,0.073,0.055555556,0,0.1,0,0.04,0.1425,233,-2.737229193,4.243266598,0.93213114
classic lasagna,0.636923077,0.9,0.58,0.838333333,0.283428571,0.104,0.172,0.776,0.285714286,0.2134,0.216666667,0.556,0.277777778,0,0.7,0.5,0.195,0.2275,647,-11.04010303,4.284042523,0.999920427
classic meatloaf,0.229230769,0.3,0.283333333,0.314583333,0.109428571,0.049333333,0.048,0.432,0.158730159,0.3034,0.166666667,0.048,0.166666667,0,0.5,0,0.065,0.075,284,-2.723823559,4.158335412,0.619302684
classic veal marsala,0.281538462,0.35,0.243333333,0.130833333,0.209428571,0.146333333,0.088,0.472,0.253968254,0.0686,0.066666667,0.043,0.166666667,0,0.65,0,0.105,0.235,491,-2.809275635,4.443020932,0.926219362
classy chicken,0.132307692,0.2,0.263333333,0.16625,0.123142857,0.105,0.068,0.586,0.126984127,0.0918,0.166666667,0.075,0.166666667,0,0.7,0,0.11,0.19,349,-0.111453251,4.428290791,0.758707695
clays grilled beer can chicken,0.392307692,0.35,0.43,0.537916667,0.124285714,0.015,0.028,0.83,0.031746032,0.2116,0.033333333,0.043,0.166666667,0,0.65,0.5,0.1075,0.0375,429,-2.429698641,4.191555922,0.521545132
cobb sandwich,0.863076923,0.55,0.68,0.378333333,0.195714286,0.098666667,0.296,0.926,0.158730159,0.0884,0.083333333,0.093,0.166666667,0,1.05,0.5,0.22,0.2525,811,-4.974971025,4.103352176,0.999794689
cocktel de camaron,0.184615385,0.1,0.363333333,0.416666667,0.173428571,0.14,0.188,0.336,0.349206349,0.2184,0.25,0.065,0.222222222,0,0.45,0,0.13,0.2475,335,-2.949878425,4.125,0.73895015
coconut chicken stir fry,0.696923077,1.45,0.533333333,0.065,0.243142857,0.047333333,0.144,1.012,0.158730159,1.4084,0.133333333,0.086,0.333333333,0,1.6,0.5,0.265,0.0925,657,-9.140487125,4.325865647,0.999999987
coconut curry chicken,0.327692308,0.6,0.203333333,0.085,0.093428571,0.014666667,0.044,0.488,0.031746032,0.0466,0.1,0.033,0.166666667,0,0.6,0,0.1225,0.0525,303,-3.365677608,4.485080313,0.969782595
coconut curry chicken and peanuts,0.352307692,0.45,0.246666667,0.039583333,0.104,0.031,0.116,0.51,0.095238095,0.0448,0.083333333,0.047,0.111111111,0,0.65,0,0.135,0.0825,339,-1.915603724,3.798141946,0.603543129
coconut curry lentil stew served over quinoa,0.207692308,0.5,0,0.250833333,0.226,0.151666667,0.408,0.288,0.126984127,0.1942,0.2,0.084,0.277777778,0,0.1,0,0.2325,0.1875,347,-4.890541263,4.621757176,0.999898506
coconut jasmine rice,0.213846154,0.6,0,0.004166667,0.041142857,0.136333333,0.052,0.09,0.031746032,0,0.016666667,0.013,0.166666667,0,0.05,0,0.0775,0.0225,302,-5.766271167,4.378110992,0.999599446
coconut jerk chicken,0.318461538,0.65,0.293333333,0.2625,0.340857143,0.071,0.2,0.804,0.317460317,0.63,0.566666667,0.128,0.333333333,0,1.4,0.5,0.2825,0.185,419,-3.498128067,4.36849368,0.894137663
coconut rice with black beans,0.123076923,0.35,0.016666667,0.007916667,0.022285714,0.090666667,0.028,0.056,0,0.0218,0.016666667,0.009,0.055555556,0,0,0,0.0375,0.015,190,-3.181955984,4.20439625,0.998344688
coconut shrimp ii,0.947692308,1.35,0.346666667,0.174583333,0.118571429,0.215,0.316,0.36,1.015873016,0.0426,0.1,0.088,0.166666667,0,0.35,0,0.175,0.155,858,-15.56053259,4.12028917,0.999999984
coconut tilapia with apricot dipping sauce,0.555384615,0.4,0.14,0.245416667,0.200285714,0.181,0.096,0.568,0.761904762,0.0614,0.1,0.067,0.111111111,0,0.3,0,0.1275,0.0475,650,-4.864322099,4.482894757,0.695302198
coconut tofu keema,0.263076923,0.45,0,0.43875,0.223428571,0.058,0.192,0.156,0.285714286,0.9496,0.3,0.189,0.333333333,0,0.2,0,0.1725,0.1175,235,-6.189226748,4.232679631,0.997960302
cocos meatloaf,0.409230769,0.5,0.513333333,0.47875,0.117714286,0.078333333,0.052,0.586,0.158730159,0.0574,0.233333333,0.057,0.222222222,0,0.6,0,0.075,0.1425,456,-5.629839579,4.073223567,0.79139024
cod curry,0.129230769,0.05,0.176666667,0.315416667,0.238285714,0.038,0.128,0.472,0.19047619,0.3754,0.4,0.115,0.333333333,0,0,0,0.0275,0.0275,227,0.303947248,4.354279457,0.804766812
cod with italian crumb topping,0.044615385,0.05,0.13,0.061666667,0.111142857,0.023333333,0.02,0.362,0.031746032,0.0126,0.016666667,0.058,0.055555556,0,0.3,0,0.0825,0.0475,131,1.622928812,4.480672446,0.959547711
coffee roast,0.715384615,1,0.706666667,0.20875,0.336,0.026666667,0.064,1.194,0.063492063,0.0356,0.016666667,0.047,0.444444444,0,1,0.5,0.1925,0.0825,703,-5.228758761,4.151302136,1
cognac shrimp,0.133846154,0.15,0.606666667,0.118333333,0.117142857,0.027666667,0.024,0.406,0.063492063,0.146,0.183333333,0.078,0.166666667,0,0.35,0,0.115,0.035,276,-0.234644813,4.256543692,0.993984808
cogys world famous matzo balls,0.290769231,0.2,0.62,0.272083333,0.032,0.073,0.048,0.19,0.031746032,0.051,0,0.036,0.111111111,0,0.15,0,0.04,0.0775,297,-3.842714047,4.403141169,0.995948003
cola burgers,0.343076923,0.35,0.336666667,0.123333333,0.076285714,0.03,0.008,0.426,0.158730159,0.024,0,0.04,0.166666667,0,0.45,0,0.0475,0.0475,326,-2.36616512,4.177116346,0.921450008
cola chicken,0.324615385,0.3,0.48,0.430416667,0.228857143,0.067,0.008,0.966,0.571428571,0.1866,0.2,0.039,0.111111111,0,1.65,0.5,0.1775,0.0425,465,-1.247606475,4.336731959,0.980200877
cola chops,0.06,0.05,0.216666667,0.16375,0.130285714,0.058666667,0.004,0.418,0.53968254,0.056,0.083333333,0.023,0.055555556,0.666666667,0.5,0.5,0.075,0.0075,190,0.454068553,4.151118215,0.653983615
