recipename,labels,Total Fat,Saturated Fat,Cholesterol,Sodium,Potassium,Total Carbohydrates,Dietary Fiber,Protein,Sugars,Vitamin A,Vitamin C,Calcium,Iron,Thiamin,Niacin,Vitamin B6,Magnesium,Folate,Calories,Health Score,ratings,class_prob,Carb_std,Protein_std,VitA_std,VitC_std,Calcium_std,Iron_std,Thiamin_std,Niacin_std,VitB6_std,Magnesium_std,Folate_std,Potassium_std,Dietary Fiber_std,Total Fat_std,Saturated Fat_std,Cholesterol_std,Sodium_std,Sugars_std,Carb_BNI,Protein_BNI,VitA_BNI,VitC_BNI,Calcium_BNI,Iron_BNI,Thiamin_BNI,Niacin_BNI,VitB6_BNI,Magnesium_BNI,Folate_BNI,Potassium_BNI,Dietary Fiber_BNI,Total Fat_BNI,Saturated Fat_BNI,Cholesterol_BNI,Sodium_BNI,Sugars_BNI,BNI
all day venison pot roast,4,7.90000003,3,161.0000001,1042.999999,885.9999995,19.5999999,3.3,94,5.999999985,13617.6,7.99999998,91,11.99999999,0,12,1.25,55,68,343,0.965031364,4.070565188,0.636948602,131.4285708,630.3206997,91313.35277,53.64431473,610.2040816,80.46647222,0,80.4664723,8.381924198,368.8046647,455.9766764,5941.107868,22.12827988,52.97376113,20.11661808,1079.591837,6993.877546,40.23323605,2.190476179,10,5,4.470359561,2.346938776,5,0,5,5,4.610058309,2.849854227,5,4.425655977,0.925095297,0,0,0,0,56.81843833
all protein meatloaf,4,25.40000002,10,122.0000001,1114.999999,332.0000005,3,1.1,37,1.000000008,1358.4,3,36.4,2.999999997,0,8,0,23,32,316,-5.979979391,4.514654252,0.833237621,21.83544304,269.3037975,9887.088608,21.83544304,264.9367089,21.83544302,0,58.2278481,0,167.4050633,232.9113924,2416.4557,8.006329114,184.8734178,72.78481013,887.9746843,8115.506323,7.278481071,0.363924051,10,5,1.819620253,1.018987342,4.043600559,0,5,0,2.092563291,1.455696203,3.452079571,1.601265823,0,0,0,0,3.844685544,39.69242264
all star veggie burger,4,4.69999998,1,0,340.0000008,216.000001,23.7999999,3.9,16.6,0,156.8,6,260,5.999999994,0,2,0,54,98,161,-0.292723181,4.491795005,0.999686218,339.9999986,237.1428571,2240,85.71428571,3714.285714,85.71428563,0,28.57142857,0,771.4285714,1400,3085.7143,55.71428571,67.14285686,14.28571429,0,4857.142869,0,10,10,1.4,5,5,5,0,5,0,5,5,4.408163286,5,0,1.428571429,5,0,5,67.23673471
all white meat meatloaf,4,16.59999998,5,104.0000001,1438.999999,364.999999,29.3000001,1.1,49.2,9.000000009,267.2,1.00000002,71.5,4.500000009,0,12,0,32,82,369,-4.377966459,3.990151757,0.945803211,182.6287269,306.6666667,1665.474255,6.233062455,445.6639566,28.04878054,0,74.79674797,0,199.4579946,511.1111111,2275.067744,6.856368564,103.4688345,31.16531165,648.238483,8969.376689,56.09756103,3.043812115,10,1.040921409,0.519421871,1.714092141,5,0,5,0,2.493224932,3.194444444,3.250096778,1.371273713,0,0,0,0,0,36.6272874
alla checca,4,30.69999998,5,84.9999999,76.9999992,598.0000005,69.3999999,6.4,31,4.000000001,2596.8,21,97.5,7.500000006,1.133333334,8,0,74,454,610,-3.498409915,4.297340192,0.518900303,261.6721308,116.8852459,9791.213115,79.18032787,367.6229508,28.27868855,4.273224046,30.16393443,0,279.0163934,1711.803279,2254.7541,24.13114754,115.7540983,18.85245902,320.4918029,290.3278658,15.08196722,4.36120218,10,5,5,1.413934426,5,5,5,0,3.487704918,5,3.221077286,4.826229508,0,0.286885246,0,4.39515028,2.60603695,64.59822079
allisons trout,4,23.70000003,12,228,301.9999992,920.0000005,3,0.5,79,1.000000008,1083.2,1.00000002,59.8,1.500000012,0,14,1.25,75,36,390,-2.540423052,4.13065799,0.98843214,17.69230769,465.8974359,6388.102564,5.897436015,352.6666667,8.846153917,0,82.56410256,7.371794872,442.3076923,212.3076923,5425.641029,2.948717949,139.7692309,70.76923077,1344.615385,1781.025636,5.897435945,0.294871795,10,3.992564103,0.491453001,1.356410256,1.638176651,0,5,5,5,1.326923077,5,0.58974359,0,0,0,1.289529924,4.063899056,45.04357145
almond chicken casserole ii,4,22.20000003,5,45,385.9999992,217,37.1000001,1.2,31.4,1.999999985,505.6,3,49.4,5.999999994,0,11,1.25,38,172,413,-2.922970149,4.377037104,0.570710953,206.61017,174.8668281,2815.690073,16.70702179,275.1089588,33.41404355,0,61.2590799,6.96125908,211.622276,957.8692494,1208.474576,6.682808717,123.6319614,27.84503632,250.6053269,2149.636799,11.13801444,3.443502834,10,1.759806295,1.392251816,1.05811138,5,0,5,5,2.64527845,5,1.726392252,1.336561743,0,0,0.823244552,0.521590001,3.2320612,47.11555597
almond crusted chicken with tomato citrus sauce,4,42.59999998,9,90,178.0000008,734.000001,16.5,5.4,69.8,5.999999985,1547.2,28.00000002,149.5,4.500000009,0,22,1.25,126,86,577,-2.233302259,4.471477921,0.595709089,65.7712305,278.2322357,6167.348354,111.6117852,595.9272097,17.93760835,0,87.694974,4.982668977,502.2530329,342.8076256,2925.823228,21.52512998,169.8093587,35.87521664,358.7521664,709.5320656,23.91681103,1.096187175,10,3.854592721,5,2.29202773,3.321779325,0,5,5,5,2.14254766,4.179747468,4.305025997,0,0,0,3.521808197,1.203680789,55.91739706
almond crusted tilapia,4,22.40000003,10,149.0000001,591,966.999999,9,1.9,93.8,1.000000008,4686.4,49.99999998,453.7,4.500000009,0,10,1.25,100,144,424,-1.202974637,4.420163056,0.95022985,48.82075472,508.8207547,25421.50943,271.226415,2461.108491,24.41037741,0,54.24528302,6.780660377,542.4528302,781.1320755,5245.518863,10.30660377,121.5094341,54.24528302,808.2547175,3205.896226,5.424528345,0.813679245,10,5,5,5,4.520440261,0,5,5,5,4.882075472,5,2.061320755,0,0,0,0,4.138963755,61.41647949
almond orange crusted chicken with fennel arugula salad,3,18.79999999,2,65.0000001,390,570.0000005,17.1,4,62.2,5.000000009,976,31.00000002,157.3,2.999999997,0,17,1.25,96,126,362,1.031445807,4.085910357,0.919123117,108.6464088,395.1933702,6201.104972,196.9613261,999.4198895,19.06077346,0,108.0110497,7.94198895,609.9447514,800.5524862,3621.546965,25.41436464,119.4475137,12.70718232,412.983426,2477.900552,31.76795586,1.810773481,10,3.875690608,5,3.843922652,3.529772863,0,5,5,5,5,5,5,0,1.82320442,0,0,0,59.88336402
almost authentic caesar salad,3,18.70000002,5,17.0000001,961.0000008,205.0000015,14.6000001,2.1,11.6,1.000000008,5465.6,21,153.4,2.999999997,0,2,0,17,208,243,-4.536299083,4.018573926,0.759805901,138.1893014,109.7942387,51732.01646,198.7654321,1451.934156,28.3950617,0,18.93004115,0,160.9053498,1968.72428,1940.329232,19.87654321,176.995885,47.32510288,160.9053507,9095.884781,9.465020652,2.303155023,10,5,5,5,5,0,4.732510288,0,2.011316872,5,2.771898903,3.975308642,0,0,2.318244154,0,3.49761577,54.2918055
almost white castle hamburgers,4,6.199999975,2,26.0000001,283.0000008,101.9999995,16.4000001,0.7,16.6,1.999999985,19.2,0,76.7,2.999999997,0,4,0,12,66,155,-0.770701679,4.190440543,0.563604725,243.3548402,246.3225806,284.9032258,0,1138.129032,44.51612899,0,59.35483871,0,178.0645161,979.3548387,1513.54838,10.38709677,91.99999963,29.67741935,385.8064531,4199.354851,29.67741912,4.055914003,10,0.178064516,0,4.377419355,5,0,5,0,2.225806452,5,2.162211971,2.077419355,0,0,0,0,0.289298552,40.3661342
aloha chicken,6,23.79999999,7,141,2275.999999,592.9999985,27.3999999,0.9,79.4,24,1132.8,12,61.1,4.500000009,0,18,1.25,57,40,485,-6.346414708,4.595844641,0.997648117,129.9381439,376.5360825,5372.041237,56.90721649,289.7525773,21.34020623,0,85.36082474,5.927835052,270.3092784,189.6907216,2812.164941,4.268041237,112.8659793,33.19587629,668.6597938,10793.40206,113.814433,2.165635731,10,3.357525773,4.742268041,1.11443299,3.951890042,0,5,5,3.378865979,1.18556701,4.017378488,0.853608247,0,0,0,0,0,44.7671723
aloo gobi,4,7.29999998,1,0,408,497,17.7999999,3.7,5.6,1.999999985,232,39,41.6,1.500000012,0,2,0,29,84,141,-1.162863353,4.354734385,0.999901906,290.3546083,91.34751773,3784.397163,636.1702128,678.5815603,24.4680853,0,32.62411348,0,473.0496454,1370.212766,8107.092199,60.35460993,119.0780139,16.31205674,0,6655.319149,32.62411322,4.839243472,13.70212766,2.365248227,5,2.609929078,4.531126908,0,5,0,5,5,5,5,0,0.921985816,5,0,0,58.96966116
aloo matar,4,14.5,2,0,898.0000008,1400,81.6999999,9.7,18,9.999999986,2404.8,40.00000002,79.3,4.500000009,0,8,1.25,93,132,487,-4.229948795,4.494278249,0.999995463,385.8521556,85.01026694,11357.37166,188.9117044,374.5174538,21.25256678,0,37.78234086,5.90349076,439.2197125,623.4086242,6611.909651,45.8110883,68.48049279,9.445585216,0,4241.067766,47.22792601,10,12.75154004,5,5,1.440451745,3.935660514,0,5,5,5,3.896303901,5,5,0,2.638603696,5,0,0,69.6625599
aloo phujia,4,14.10000001,2,0,592.9999992,707,25.7000001,4,6.6,4.000000001,1144,34.00000002,39,1.500000012,0,2,0,38,70,235,-2.62991134,4.317485613,0.999991203,251.5319159,64.59574468,11196.59574,332.7659576,381.7021277,14.68085118,0,19.57446809,0,371.9148936,685.106383,6919.574468,39.14893617,138,19.57446809,0,5803.829779,39.14893618,4.192198598,9.689361702,5,5,1.468085106,2.718676145,0,4.893617021,0,4.64893617,4.281914894,5,5,0,0.106382979,5,0,0,51.99917261
als baked swiss steak,4,20.00000002,5,45.9999999,777,613.9999985,15.8000001,2.7,37.2,5.999999985,4950.4,36,146.9,4.500000009,0,6,0,39,66,313,-2.803051844,4.551317345,0.884359561,116.1022372,273.3546326,36376.74121,264.5367412,1079.456869,33.06709272,0,44.08945687,0,286.5814696,484.9840256,4511.821075,19.84025559,146.9648564,36.74121406,338.0191686,5709.584665,44.08945676,1.935037286,10,5,5,4.151757188,5,0,5,0,3.582268371,3.03115016,5,3.968051118,0,0,0,0,0,51.66826412
als rum chicken,4,22.60000002,6,144,391.0000008,713.000001,39.3,1.7,95.6,20,467.2,13.00000002,74.1,4.500000009,0,32,1.25,81,34,685,-0.300268959,4.420379977,0.818697229,131.9562044,320.9927007,1568.70073,43.6496351,248.8029197,15.10948908,0,107.4452555,4.197080292,271.9708029,114.1605839,2394.014602,5.708029197,75.88321175,20.1459854,483.5036496,1312.846718,67.15328468,2.199270073,10,0.980437956,3.637469592,0.956934307,2.798053534,0,5,5,3.399635036,0.71350365,3.42002086,1.141605839,0,0,0,2.264902671,0,41.51183352
always a winner grilled chicken,6,10.09999998,2,66.9999999,658.9999992,345.0000015,17.7999999,1.7,50.8,13.00000001,1910.4,10.99999998,44.2,2.999999997,0,16,1.25,35,24,275,-0.248713944,4.083735107,0.800536098,148.8727264,424.8727273,15977.89091,91.99999983,369.6727273,25.09090907,0,133.8181818,10.45454545,292.7272727,200.7272727,2885.454558,14.21818182,84.47272706,16.72727273,560.3636355,5511.636357,108.7272728,2.481212107,10,5,5,1.421818182,4.646464642,0,5,5,3.659090909,1.254545455,4.12207794,2.843636364,0,0.818181818,0,0,0,51.24702742
always juicy baked ham,4,41.99999999,15,126.9999999,2962.999999,711.9999985,3,0,84.2,1.999999985,0,79.00000002,23.4,2.999999997,1.133333334,18,1.25,36,8,576,-10.86957533,4.466969688,0.999999991,11.97916667,336.2152778,0,315.451389,93.4375,11.97916665,4.525462965,71.875,4.991319444,143.75,31.94444444,2843.05555,0,167.7083333,59.89583333,507.1180552,11831.42361,7.986111049,0.199652778,10,0,5,0.359375,2.218364195,5,5,5,1.796875,0.199652778,4.061507928,0,0,0,0,0,3.732363326,42.567791
alysias basic meat lasagna,2,31.39999999,14,129.9999999,943.0000008,413,35.6000001,3.1,72.2,9.999999986,1992,15,720.2,5.999999994,0,10,0,46,132,567,-6.474089953,4.213253443,0.722844923,144.4091715,292.8747795,8080.42328,60.84656085,2921.446208,24.33862431,0,40.5643739,0,186.5961199,535.4497354,1675.308642,12.57495591,127.372134,56.79012346,527.3368603,3825.220462,40.56437384,2.406819525,10,5,5,5,4.507152651,0,5,0,2.332451499,3.346560847,2.39329806,2.514991182,0,0,0,0,0,47.50127376
amatriciana,4,7.499999975,2,12,702,723.0000015,97.5999999,6.3,43,12,713.6,18,166.4,8.999999991,0,10,0,84,480,529,-2.587230696,4.324508857,0.99978025,424.3478257,186.9565217,3102.608696,78.26086957,723.4782609,39.13043474,0,43.47826087,0,365.2173913,2086.956522,3143.478267,27.39130435,32.60869554,8.695652174,52.17391304,3052.173913,52.17391305,10,10,1.939130435,5,2.782608696,5,0,5,0,4.565217391,5,4.490683239,5,2.491638804,2.826086957,4.130434783,0,0,64.09536552
amazing calavacita and pork,9,12.09999999,3,39.9999999,637.0000008,709.0000015,49.4000001,4.5,43.2,5.999999985,428.8,22.99999998,158.6,5.999999994,1.133333334,11,1.25,56,256,388,-1.697133435,4.165214387,0.718588987,292.8350521,256.0824742,2541.85567,136.3402061,940.1546392,35.56701027,6.718213062,65.20618557,7.409793814,331.9587629,1517.525773,4202.83506,26.67525773,71.72680406,17.78350515,237.1134015,3776.030933,35.56701022,4.880584202,10,1.588659794,5,3.615979381,5,5,5,5,4.149484536,5,5,5,0,0.554123711,1.048109976,0,0,64.78883163
amazing chicken,6,27.69999999,4,78,1075.000001,206.0000005,40.8999999,2,65.6,1.999999985,150.4,0,122.2,5.999999994,0,16,1.25,23,10,548,-2.640188677,4.33928073,0.949386649,171.6605835,275.3284672,631.2408759,0,512.8832117,25.18248173,0,67.15328467,5.246350365,96.53284672,41.97080292,864.5985422,8.394160584,116.259124,16.78832117,327.3722628,4511.861317,8.394160519,2.861009725,10,0.394525547,0,1.972627737,4.663422542,0,5,5,1.206660584,0.262317518,1.235140775,1.678832117,0,0.802919708,0,0,3.667593568,38.74504982
amazing crusted chicken,6,48.29999999,13,75,1273.999999,385,55.8999999,1.8,64.6,1.000000008,193.6,1.99999998,143,5.999999994,0,22,1.25,57,158,806,-8.545625663,4.466756813,0.717146479,159.5161287,184.3424318,552.4565757,5.707195973,408.0645161,17.12158807,0,62.77915633,3.566997519,162.6550868,450.8684864,1098.635236,5.136476427,137.8287841,37.09677419,214.0198511,3635.483869,2.853598038,2.658602146,10,0.34528536,0.475599664,1.569478908,3.170664458,0,5,5,2.033188586,2.81792804,1.569478908,1.027295285,0,0,1.433002481,0,4.547047931,40.21456929
amazing fried pork chops,9,25.00000003,7,161.0000001,2566.000001,594.000001,37.5,2.4,71.4,5.000000009,1054.4,3,270.4,5.999999994,1.133333334,11,1.25,42,54,519,-7.464639617,4.196899149,0.857600975,166.1849711,316.416185,4672.678227,13.29479769,1198.304432,26.58959535,5.022479129,48.74759152,5.539499037,186.1271676,239.3063584,2632.369947,10.63583815,110.7899808,31.02119461,713.4874764,11371.48363,22.15799618,2.769749518,10,2.920423892,1.107899807,4.608863198,4.923999139,5,5,5,2.326589595,1.49566474,3.760528495,2.12716763,0,0,0,0,1.482857749,52.52374376
amazing italian lemon butter chicken,4,44.90000001,25,155.0000001,660,391.000001,37.4000001,2.9,53.6,1.999999985,2424,13.00000002,53.3,2.999999997,0,15,0,44,198,660,-12.28041697,4.220811606,0.97908522,130.3333337,186.7878788,8447.272727,45.30303037,185.7424242,10.45454544,0,52.27272727,0,153.3333333,690,1362.575761,10.10606061,156.469697,87.12121212,540.1515155,2300,6.969696916,2.172222228,10,5,3.775252531,0.714393939,1.936026934,0,5,0,1.916666667,4.3125,1.946536802,2.021212121,0,0,0,0.208333333,3.893698902,42.89684346
amazing mexican quinoa salad,3,22.60000002,3,0,532.0000008,272.000001,42.3999999,8.6,18.2,2.999999993,1446.4,22.00000002,61.1,2.999999997,0,2,0,34,112,397,-2.862707737,4.348843392,0.999996951,245.6423168,105.440806,8379.647355,127.4559195,353.9798489,17.38035263,0,11.58690176,0,196.97733,648.8664987,1575.818646,49.82367758,130.93199,17.38035264,0,3082.115874,17.3803526,4.094038613,10,5,5,1.361460957,3.21858382,0,2.896725441,0,2.462216625,4.055415617,2.251169494,5,0,0.654911839,5,0,2.241213873,48.23573628
amazing pork tenderloin in the slow cooker,0,3.700000005,1,65.0000001,918,450.0000015,5.7999999,0.5,49,1.000000008,3.2,1.99999998,37.7,2.999999997,1.133333334,11,1.25,35,4,180,0.340948748,4.542305088,0.992728538,74.11110983,626.1111111,40.88888889,25.5555553,481.7222222,38.33333329,14.48148149,140.5555556,15.97222222,447.2222222,51.11111111,5750.000019,6.388888889,47.27777784,12.77777778,830.5555568,11730,12.77777788,1.235185164,10,0.025555556,2.129629608,1.852777778,5,5,5,5,5,0.319444444,5,1.277777778,1.363247858,1.805555556,0,0,2.971781289,52.98095503
amazing ribs,4,29.59999998,11,117,1033.999999,487.9999985,33.6999999,0.5,49,21.99999999,384,1.00000002,71.5,2.999999997,0,9,0,31,10,524,-7.133751073,4.435218668,0.539178283,147.9198469,215.0763359,1685.496183,4.389313065,313.8358779,13.16793892,0,39.50381679,0,136.0687023,43.89312977,2141.984726,2.194656489,129.923664,48.28244275,513.5496183,4538.549615,96.56488544,2.465330781,10,1.053435115,0.365776089,1.207061069,2.438507207,0,5,0,1.700858779,0.274332061,3.05997818,0.438931298,0,0,0,0,0,28.00421058
amazing spicy grilled shrimp,5,22.80000002,3,230.0000001,826.9999992,269.9999995,4.1000001,0.3,50.2,1.000000008,804.8,13.99999998,75.4,5.999999994,0,3,0,44,20,320,-1.841388295,4.631305528,0.97845147,29.46875072,360.8125,5784.5,100.6249999,541.9375,43.12499996,0,21.5625,0,316.25,143.75,1940.624996,2.15625,163.8750001,21.5625,1653.125001,5944.062494,7.187500058,0.491145845,10,3.6153125,5,2.084375,5,0,5,0,3.953125,0.8984375,2.772321423,0.43125,0,0,0,0,3.859126975,43.10509424
amazingly good and healthy tuna salad,3,5.799999985,1,24,342,555.0000015,25.5,3.5,36.4,17.99999999,9262.4,19.99999998,100.1,7.500000006,0,12,0,71,250,217,0.250891336,4.116458157,0.965678409,270.2764977,385.8064516,98172.90323,211.9815666,1060.967742,79.49308762,0,127.1889401,0,752.5345622,2649.769585,5882.488495,37.09677419,61.47465422,10.59907834,254.3778802,3624.884793,190.78341,4.504608295,10,5,5,4.080645161,5,0,5,0,5,5,5,5,0.271180445,2.350230415,0.760368664,0,0,61.20666432
ambers penne alla vodka,4,29.19999998,15,81.9999999,501,917,58.8999999,5.6,24.4,10.99999999,3667.2,27,153.4,5.999999994,0,6,0,70,58,560,-9.013909125,4.393405524,0.788730137,241.9107139,100.2142857,15061.71429,110.8928571,630.0357143,24.64285712,0,24.64285714,0,287.5,238.2142857,3766.25,23,119.9285714,61.60714286,336.7857139,2057.678571,45.1785714,4.031845231,10,5,5,2.423214286,4.563492059,0,5,0,3.59375,1.488839286,5,4.6,0,0,0,0.713169643,0,51.4143105
ambers sesame chicken,6,19.5,3,81.9999999,325.0000008,507.0000005,27.6999999,2.6,75.6,6.999999993,457.6,13.00000002,191.1,5.999999994,0,25,1.25,94,120,438,1.042025964,4.454061404,0.931643077,145.4566205,396.9863014,2402.922374,68.26484029,1003.493151,31.50684928,0,131.2785388,6.563926941,493.6073059,630.1369863,2662.32877,13.65296804,102.3972603,15.75342466,430.5936068,1706.621009,36.75799083,2.424277008,10,1.501826484,5,3.859589041,5,0,5,5,5,3.938356164,3.803326814,2.730593607,0,1.061643836,0,1.444539565,0,55.76415252
ambrosian chicken,6,11.10000002,7,84.9999999,337.9999992,557.9999985,42.9999999,2,78.6,21.00000001,144,1.99999998,315.9,1.500000012,0,15,0,56,36,408,-0.887230007,3.928692084,0.721352162,242.4019602,443.0882353,811.7647059,11.27450969,1780.808824,8.455882421,0,84.55882353,0,315.6862745,202.9411765,3145.588227,11.2745098,62.5735295,39.46078431,479.1666661,1905.392152,118.382353,4.04003267,10,0.507352941,0.939542474,5,1.565904152,0,5,0,3.946078431,1.268382353,4.493697467,2.254901961,0.186651577,0,0,1.030433016,0,40.23297704
american chop suey,4,12.49999998,5,45.9999999,565.0000008,416.0000005,20.7,4.1,26,1.999999985,824,9,57.2,4.500000009,0,7,0,25,34,249,-2.53412214,3.773245893,0.669658703,191.2048193,240.1606426,7611.24498,83.13253012,528.3534137,41.56626514,0,64.65863454,0,230.9236948,314.0562249,3842.570286,37.87148594,115.4618472,46.18473896,424.8995975,5218.875509,18.47389544,3.186746988,10,4.757028112,5,2.032128514,5,0,5,0,2.886546185,1.962851406,5,5,0,0,0,0,2.067635645,51.89293685
american chop suey ii,4,21.99999997,8,68.0000001,745.0000008,724.9999995,85.1000001,3.7,60,12,1084.8,66,58.5,8.999999991,1.133333334,18,0,73,476,664,-4.957255428,4.58930254,0.525173221,294.7740967,207.8313253,3757.590361,228.6144578,202.6355422,31.17469876,3.925702813,62.34939759,0,252.8614458,1648.795181,2511.295179,12.81626506,76.20481917,27.71084337,235.542169,2580.572292,41.56626507,4.912901612,10,2.348493976,5,0.77936747,5,5,5,0,3.160768072,5,3.587564541,2.563253012,0,0,1.074297183,0,0,52.35234868
american gyros,4,17.80000001,7,72,549,266,3.3999999,0.7,38.6,1.000000008,318.4,1.99999998,41.6,2.999999997,0,8,0,21,32,255,-2.602184324,3.97127872,0.947481059,30.66666576,348.1568627,2871.843137,18.03921551,375.2156863,27.0588235,0,72.15686275,0,189.4117647,288.627451,2399.215686,6.31372549,160.5490197,63.1372549,649.4117647,4951.764706,9.019607915,0.511111096,10,1.794901961,1.503267959,1.443137255,5,0,5,0,2.367647059,1.803921569,3.42745098,1.262745098,0,0,0,0,3.568316204,37.68249918
american style red beans and rice,5,5.09999997,1,0,712.0000008,448.999999,101.1,9.9,29.4,4.000000001,604.8,7.00000002,122.2,10.5,1.133333334,7,0,55,352,511,-2.562141128,4.157788084,1,455.0489237,132.3287671,2722.191781,31.50684941,550.0195695,47.26027399,5.101108939,31.50684932,0,247.553816,1584.344423,2020.93933,44.55968689,22.95499008,4.500978474,0,3204.696677,18.0039139,10,10,1.701369863,2.625570784,2.115459883,5,5,5,0,3.094422701,5,2.887056186,5,3.234231532,3.874755382,5,0,2.142235889,66.67510222
